Road,Road_encoded
Diamond Street,2183
Sweetwater Park Trail,7947
Isabel Street,3974
South Randall Street,7601
Langdale Avenue,4364
Brookberry Lane,1079
Lone Pine Road,4611
West MacArthur Boulevard,8828
Sonoma Highway,7343
Wittkop Way,9105
Rhoades Road,6586
22nd Avenue,50
Sanchez Street,6989
Sylvia Street,7966
Doak Street,2202
Fulton Street,3257
Blanco Court,901
Bidwell Way,849
North Fuller Avenue,5539
West Porter Avenue,8879
East Ponderosa Drive,2668
South Anaheim Boulevard,7374
West 5th Street,8638
Tucker Lane,8198
1st Street,41
Cascade Wonderland Highway,1461
Pleasant Valley Road,6289
West Avenue J,8671
Hidden Valley Road,3730
Sherman Oaks Avenue,7206
Hamilton Avenue,3576
Tobelman Road,8112
1st Street,41
Zurich Circle,9211
North Blythe Avenue,5466
Worley Road,9152
Russell Ranch Road,6835
Summer Falls Circle,7862
Lakeshore Drive,4340
West 65th Place,8641
Columbus Avenue,1788
Elder Creek Road,2862
Dawes Avenue,2079
Front Street,3244
Warren Street,8538
Bradford Street,1013
58th Street,113
I Avenue,3901
Hellman Avenue,3690
West Orangethorpe Avenue,8863
Franklin Boulevard,3215
Laurel Lane,4418
Van Nuys Boulevard,8318
Bellflower Court,792
Seminole Way,7122
Park Avenue,6066
Adam Way,184
Fern Street,3084
East 1st Street,2334
Everglades Park Drive,2986
Honey Grove Lane,3827
Elvas Avenue,2900
Main Street,4751
Esperanza Street,2952
Hallbrook Drive,3571
West Poppyfields Drive,8878
Foster Road,3195
Middlebury Street,5040
Camulos Street,1367
Pamela Lane,6043
Mount Prieta Drive,5247
Bela Drive,776
North Barton Avenue,5456
West Point Avenue,8873
2nd Street,65
Riviera Avenue,6665
Hancock Drive,3584
Ridgevine Way,6619
Cherry Ridge Road,1596
Skyline Drive,7302
Braepark Street,1017
East Industrial Drive,2553
Barnard Avenue,697
Browning Avenue,1092
Ctl II Road,1999
Doreen Avenue,2237
Armstrong Road,460
Mican Street,5028
Los Angeles River Bikeway,4646
1st Street,41
Cerro de Pauma Road,1539
Willow Place,9051
Arrow Boulevard,471
Central Court,1530
Perkins Avenue,6197
1st Street,41
Ciarlo Lane,1644
Crescent Drive,1961
Point San Pedro Road,6316
Central Avenue,1527
Palma Vista Street,6025
Oswell Street,5974
George Street,3330
Edgar Avenue,2775
North Canon Drive,5479
West Roderick Avenue,8892
Western Avenue,8968
Caselli Avenue,1464
Rendalia Street,6572
Wilson Avenue,9061
Coventry Place,1920
McKinney Way,4933
Oakridge Drive,5818
East Ponderosa Drive,2668
Santa Teresa Boulevard,7046
Kern Street,4173
Sedan Avenue,7116
Husted Avenue,3887
West 115th Street,8590
Clarkman Street,1688
Palomino Drive,6035
South Halstead Street,7485
Avenida Chapala,550
Hat Court,3640
Pacific Coast Highway,5999
San Diego Avenue,6927
Gardner Avenue,3291
East Rialto Avenue,2680
Menlo Avenue,4989
South 1st Street,7357
Meadowbrook Avenue,4951
Ocean Court,5836
Alley n/o Cedar Avenue,285
Cortner Avenue,1869
Victoria Avenue,8434
Santa Anita Court,7010
Towne Street,8142
Division Street,2197
Skyway Road,7308
1st Street,41
Arroyo Avenue,477
Grillo Court,3524
Coyote Creek Bikeway (proposed),1933
El Camino Avenue,2815
Robinson Street,6709
Hellman Avenue,3690
52nd Street,104
Selma Avenue,7119
La Riviera Drive,4287
Delta De Anza Regional Trail,2144
Aldama Street,236
Columbia Street,1787
1st Street,41
7th Street,134
East Yale Street,2750
San Fernando Bike Path 3,6934
Walnut Street,8520
Neuralia Road,5350
1st Street,41
Tamarack Avenue,7983
1st Street,41
Fig Lane,3098
Colbath Avenue,1753
West Poplar Street,8877
Carfax Avenue,1407
South Hollenbeck Avenue,7500
177th Street,34
Whittier Boulevard,9015
Eton Place,2970
North Niagara Street,5640
1st Street,41
207th Street East,43
Beatrice Road,750
Park Avenue,6066
East F Street,2498
Redwood Boulevard,6551
Winding Creek Road,9077
Palm Avenue,6020
Carnation Court,1425
Ascot Avenue,494
Cherry Avenue,1592
Encino Vista Drive,2928
61st Avenue,118
La Crescenta Avenue,4254
McKinney Way,4933
10th Street,7
Monterey Way,5180
John Street,4065
West 6th Street,8644
R Street,6455
South Story Road,7637
West Vine Avenue,8948
West Washington Boulevard,8953
South Bay Bike Path,7388
Eastshore Freeway,2762
1st Street,41
Johnson Street,4069
Hall Road,3570
Sherborne Street,7199
Lassen Street,4403
1st Street,41
Clark Street,1684
Oswell Street,5974
West Washington Boulevard,8953
Highland Springs Avenue,3747
West Manchester Boulevard,8833
15 North 06 Road,23
South Normandie Avenue,7567
Arrow Route,474
Rosewood Avenue,6791
11th Street,10
East Zeering Road,2752
North Anna Street,5441
Victoria Avenue,8434
Arbol Verde Street,427
Huntley Avenue,3879
Ivy Drive,3984
Bennett Valley Road,805
Watson Street,8560
Warbler Loop,8527
Thoroughbred Lane,8080
R Street,6455
Tusk Way,8228
West Sierra Avenue,8917
Las Plumas Avenue,4398
Monastery Trail,5153
Deerlane Drive,2113
Tara Road,8000
Marsat Court,4840
Bayshore Freeway,730
Longridge Terrace,4621
1st Street,41
West 24th Street,8616
Payran Street,6148
Ilex Avenue,3913
Amberly Circle,345
Chico Avenue,1612
Aristo Street,452
Junipero Serra Freeway,4109
Quail Ridge Road,6436
North Elderwood Street,5515
Riverside Drive,6662
2nd Avenue,64
Alta Lorraine Way,319
Al Tahoe Bike,221
Chere Drive,1588
Grandview Drive,3454
Coffin Lane,1750
East Erie Street,2495
Wheeler Drive,8991
Old Town Trail,5887
Ontario Place,5921
Bellevue Avenue,790
Walnut Avenue,8516
The Hill Road,8053
Sierra Road,7245
Santa Ana Freeway,7005
Almeria Court,305
South Leggett Street,7523
Mini Drive,5090
Shedden Drive,7185
East Atherton Street,2390
Bodle Peak Motorway,947
Josephine Street,4085
Edison Boulevard,2793
Pomona Freeway,6335
Sage Avenue,6868
1st Street,41
East Lugonia Avenue,2588
West Fern Drive,8745
Maiden Lane,4749
Lois Canyon Road,4586
1st Street,41
North La Reina Street,5580
Westway Drive,8984
East 7th Avenue,2364
1st Street,41
Long Avenue,4613
Mandy Drive,4768
Quartz Hill Road,6445
Acorn,171
B Street,621
Vista Grande,8484
Bay Highway,722
166th Street,29
Avenue 16,568
Regency Court,6562
Germone Road,3334
Pleasant Hill Avenue North,6287
20th Street,45
Casper Street,1469
Glen Road,3367
Hermosa Road,3704
Parmelee Avenue,6102
Casselman Drive,1470
Corte Morera,1863
Golden Hill Drive,3408
Braepark Street,1017
Bard Street,684
1st Avenue,40
Saint John Circle,6883
Cyrier Avenue,2022
East Terra Bella Avenue,2722
Buell Court,1132
Cabrillo Avenue,1214
Doyle Lane,2262
Cole Avenue,1757
Brisa Suave Common,1061
Gray Avenue,3472
East Alvin Avenue,2380
105th Avenue,3
East Elder Street,2492
East Bush Street,2433
Bannock Drive,674
Morella Avenue,5199
The Alameda,8050
Forest Avenue,3172
May Avenue,4884
South Shawnee Drive,7618
North Ditman Avenue,5506
Bayview Heights Drive,734
Mariposa Avenue,4822
East Date Street,2481
Lakeview Canyon Road,4344
Pollyanna Terrace,6326
River Road,6650
Fern Street,3084
Alison Avenue,267
Huston Street,3888
North Sacramento Street,5690
Parker Street,6089
Fillmore Street,3106
Briones to Mt. Diablo Trail,1059
Bellaire Avenue,786
Elm Avenue,2892
Castle Park Drive,1478
South Grand Avenue,7479
Kornblum Drive,4232
Los Amigos Street,4643
Kemper Road,4155
West El Camino Street,8738
Tennessee Street,8028
Costeau Street,1877
East San Bernardino Avenue,2699
South Margie Lane,7546
North 24th Street,5428
1st Street,41
Farm Drive,3042
Lands End Trail,4360
Judson Drive,4097
Rivercrest Lane,6654
West Roderick Avenue,8892
Danville Boulevard,2049
Coral Lane,1833
North Emerson Avenue,5518
Vaughn Avenue,8332
Pacific Electric Trail,6003
Aero Drive,199
Fontana Avenue,3159
West 11th Street,8591
Rambla de Las Flores,6480
Ida Lane,3904
South Boyle Avenue,7400
9th Street,149
Van Ness Avenue,8317
54th Street,106
Madrona Avenue,4735
Kiowa Road,4202
Hazeltine Avenue,3664
Del Obispo Street,2128
Valley View Drive,8306
Cadencia Street,1221
Harvey Avenue,3636
North State College Boulevard,5710
North Delno Avenue,5504
Candy Lane,1376
Huron Circle,3886
Loma Vista Road,4600
South Corning Street,7434
Silver Eagle Road,7258
3rd Avenue,83
Knox Street,4226
Neilson Street,5341
I 110 North,3896
1st Street,41
Union Valley Parkway,8253
Arcadia Place,433
Chestnut Avenue,1606
California Riding and HIking Trail,1255
South Taylor Place,7645
Central Avenue,1527
Sears Road,7108
Quartz Drive,6444
Blue Ridge Drive,923
Diablo View Lane,2181
Martin Avenue,4849
South Riverside Avenue,7607
Pomeroy Avenue,6332
Robinson Street,6709
Beyer Lane,842
Sacramento Street,6861
Powell Avenue,6372
Trail Gulch Road,8159
Debra Avenue,2097
North Fair Oaks Avenue,5522
Scoggins Court,7091
East Parkway Boulevard,2657
Cerritos Avenue,1537
Gaston Road,3304
1st Street,41
Rancho Del Oro Drive,6494
Princeton Street,6403
Cherokee Court,1589
1st Street,41
Holly Road,3812
G Street,3261
Claridge Drive,1682
Seminole Way,7122
1st Street,41
1st Street,41
Rose Drive,6781
Russell Avenue,6833
Lolita Street,4589
Las Lomitas Drive,4394
Fried Avenue,3241
Alley 90371,282
Star Court,7777
East la Jolla Street,2753
Valley View Truck Trail,8308
Fernwood Drive,3088
Rivercrest Lane,6654
Pelican Circle,6171
West 115th Street,8590
32nd Street,71
South Downey Road,7447
Freeman Avenue,3226
Arrow Route,474
Clayton Avenue,1699
Creek Road,1952
Island Forest Place,3979
Calle de Oro,1301
Rosanna Scott Memorial Bicycle Trail,6772
Cabello Street,1208
Humboldt Avenue,3865
Ironside Drive,3965
Nashville Avenue,5315
Feather River Highway,3068
Chestnut Avenue,1606
East Spring Street,2713
Riverside Drive,6662
58th Street,113
San Leandro Street,6957
Steele Street,7794
Trimble Way,8181
Emerald Road,2909
Fixlini Street,3126
Iowa Street,3958
East 32nd Street,2343
Petaluma Avenue,6202
SD Aqueduct service road (private),6848
East Broadway,2430
Brink Avenue,1057
Paramount Boulevard,6062
Bartley Avenue,709
Otilla Street,5977
Highland Court,3744
Beale Avenue,742
West 15th Street,8601
Plymouth Street,6307
West Firebaugh Avenue,8747
South Divisadero Street,7444
Haynes Street,3657
Condon Drive,1803
West Lindo Avenue,8813
East Hatch Road,2536
Camino Avenue,1331
Bluefield Avenue,931
El Solyo Heights Drive,2854
CA 4,1192
Harvard Avenue,3635
Burchell Avenue,1146
Bubbling Wells Road,1115
Sky Crest,7293
College City Road,1768
West Orange Street,8862
Louise Avenue,4675
South San Pedro Street,7614
Wilson Avenue,9061
Newport Boulevard,5372
Bayshore Drive,729
Hoffman Avenue,3793
Grove Shafter Freeway,3531
Wayne Avenue,8567
South Haskins Avenue,7489
Easy Avenue,2765
1st Street,41
New Water Road,5360
Longridge Road,4620
Bradford Street,1013
La Playa Drive,4279
1st Street,41
64th Street,119
Krameria Avenue,4234
Lands End Trail,4360
Newmark Avenue,5370
Woodranch Circle,9135
Mission Street,5126
South Imperial Avenue,7504
Ocean Front Walk,5838
Everdale Drive,2983
Del Mar Road,2124
Shearwater Road,7184
Boyce Avenue,1000
Corte Emparrado,1859
La Maida Street,4269
Lefloss Avenue,4453
Gale Avenue,3268
Loma Vista Avenue,4598
East Dyer Road,2489
Light Street,4503
Kaiser Road,4116
Julia Avenue,4098
Burgundy South,1149
South Normandie Avenue,7567
Panama Mall,6046
Mount Ararat Drive,5233
Hawley Boulevard,3649
44th Street,92
Pulgas Avenue,6424
1st Street,41
North Markwood Street,5612
South Citrus Avenue,7425
White Oak Avenue,9000
Omer Rains Coastal Bike Trail,5915
Pheasant-Run,6207
19th Street,39
Clark Avenue,1683
Cunningham Avenue,2007
Pleasantdale Street,6292
East Cesar E Chavez Avenue,2453
Moonbeam Drive,5188
Motor Avenue,5230
Sacramento Street,6861
31st Avenue,69
North Oakland Avenue,5642
1st Street,41
G Street,3261
Fowler Road,3202
Larkin Valley Road,4383
Dartmouth Drive,2059
Milford Avenue,5056
Felder Drive,3073
East Juanita Avenue,2558
12th Avenue,13
Moss Street,5227
1st Street,41
Mission Road,5124
Hilltop Mall Road,3780
Caminito Canasto,1323
Calle de Los Alamos,1299
Eastshore Freeway,2762
Keswick Street,4177
Carmel Avenue,1418
Avenida de la Vista,560
1st Street,41
Blue Gum Avenue,914
Cottonwood Road,1887
Rous Street,6804
Florence Avenue,3147
Hollister Court,3801
Centerville Court,1524
North Patton Avenue,5658
South Tremaine Avenue,7651
1st Street,41
East 14th Street,2329
Templeton Street,8024
East Palmdale Boulevard,2653
Sanderling Island,6994
Anchor Avenue,369
West 3rd Street,8629
La Presa Avenue,4283
North Palm Street,5652
Masline Street,4866
1st Street,41
Foothill Boulevard,3162
Maricopa Street,4811
East Lugonia Avenue,2588
Hollister Court,3801
Hurlingham Avenue,3884
San Diego Freeway,6929
San Diego Freeway,6929
Nature Trail,5325
Crown Road,1995
Via Mirada,8402
McConnell Boulevard,4917
39th Avenue,81
Greenbriar Circle,3496
Sharon Road,7174
East Bloomfield Street,2422
Shale Trail,7169
West 115th Street,8590
Briarwood Road,1047
La Canada Drive,4247
Avenue 308,583
Ravenscourt Avenue,6520
Douglas Drive,2251
South Benson Avenue,7393
Plantation Way,6278
Root Avenue,6768
East Baristo Road,2406
Vineland Avenue,8464
East Yale Avenue,2749
North 1st Avenue,5427
Long Beach Boulevard,4614
West California Avenue,8696
166th Street,29
Pacific Coast Highway,5999
Acacia Street,165
East 6th Street,2360
Sinclair Avenue,7274
Bellanca Avenue,787
East Shields Avenue,2706
Diablo Downs Drive,2178
Park Newport Drive,6073
First Street,3119
Madris Avenue,4734
East Princeton Street,2673
Avenue D,602
1st Street,41
Foothill Expressway,3165
Las Flores Avenue,4392
North Ditman Avenue,5506
Van Ness Avenue,8317
North Park Vista Terrace,5655
Russo Drive,6837
Graham Way,3446
Cypress Avenue,2019
Arlington Drive,457
Bernardo Oaks Drive,820
Coventry Place,1920
Oxnard Street,5992
West 11th Street,8591
Hazeltine Avenue,3664
East Lane,2569
University Community Park,8258
1st Street,41
Stuhr Road,7855
Riata Street,6591
Weik Avenue,8579
Kittridge Street,4213
Morella Avenue,5199
Camrose Avenue,1365
North Mariposa Avenue,5611
Newark Slough Trail,5362
Browning Place,1093
Magnolia Place,4744
Lassen Street,4403
Odel Street,5847
South Valencia Boulevard,7659
North Fuller Avenue,5539
Buena Vista Avenue East,1135
Normandie Avenue,5416
Los Angeles River Bikeway,4646
Fish Canyon Road,3120
Old State Road,5884
Sierra Avenue,7234
Eastbrook Avenue,2755
Vanda Way,8323
West Orangethorpe Avenue,8863
Ingram Court,3943
South Towner Street,7650
North Harbor Boulevard,5563
Caminito Baywood,1322
Longspur Drive,4622
McDaniel Avenue,4922
Creekwood Drive,1956
Main Street,4751
Kumeyaay Highway,4240
San Diego Freeway,6929
Gray Avenue,3472
Saga Drive,6867
Port Chicago Highway,6351
South Western Avenue,7673
East Rancho Drive,2679
North Orangethorpe Park,5646
Emory Street,2919
Clinton Keith Road,1721
Filburn Street,3102
Phoenix Canyon Road,6212
Cherokee Lane,1590
Burton Avenue,1162
El Carmel Place,2820
Thornton Way,8079
Avenue E,603
Albright Avenue,234
Ashton Court,503
East 14th Street,2329
10th Street,7
Beach Boulevard,736
La Orilla Trail,4274
2nd Street,65
Stearnlee Avenue,7793
Ontario Drive,5919
West 106th Street,8589
North Oceanview Street,5643
Kearny Avenue,4132
Golden Rain Road,3412
Sowell Avenue,7703
Louisiana Street,4676
West 5th Street,8638
Camellia Avenue,1317
North Western Avenue,5736
Brooks Creek Trail,1081
1st Street,41
South Halladay Street,7484
Key Boulevard,4178
El Camino Avenue,2815
Posa Chanet Boulevard,6364
Autumn Lane,543
Thomas Avenue,8066
East South Street,2711
Hoffman Avenue,3793
State Park Drive,7790
Vernon J. Pick Trail,8362
Via Vista Drive,8421
Hillcrest Avenue,3765
1st Street,41
Jacob Dekema Freeway,3994
Mayfield Avenue,4889
Halifax Place,3567
Caledonia Way,1237
North Catalina Avenue,5481
Citrus View Avenue,1662
Terrace Way,8040
41st Street,89
City of Napa Rail Trail,1665
Edgefield Street,2778
Mont Eagle Place,5155
Winchester Lane,9068
Konocti Road,4231
Perch Circle,6192
82nd Avenue,138
East Spring Street,2713
1st Street,41
Muirlands Boulevard,5277
Mohawk Street,5147
Vena Avenue,8335
Panama Road,6047
Redwood Highway,6553
Palo Alto Avenue,6030
East Morningside Street,2617
O Neill Street,5777
Modoc Road,5143
Trujillo Way,8196
West Dana Street,8731
Murchison Drive,5290
Via del Toro,8429
Central Avenue,1527
El Coco Way,2827
North Sanguinetti Lane,5697
Glass Mountain Lane,3362
Raleigh Court,6475
Summerfield Way,7869
Noble Avenue,5399
Pine Creek Drive,6234
Airport Way,215
South Willaman Drive,7678
International Boulevard,3952
Windimer Drive,9076
South Center Street,7419
East 6th Street,2360
East 21st Street,2337
Old Telegraph Road,5885
North Rosemore Avenue,5685
Railroad Avenue,6464
Flood Circle,3140
Morena Boulevard,5201
Rome Place,6758
Morella Avenue,5199
East Calbas Street,2438
East Elm Avenue,2494
Avenue 15,566
Verona Place,8363
Santa Ana Freeway,7005
Clay Street,1697
Yale Street,9170
Stevens Avenue,7809
1st Street,41
Village Drive,8450
Stevens Canyon Road,7810
Sequoia Avenue,7129
Golf Center Parkway,3421
Somerset Road,7341
Helmsdale Avenue,3692
East Clark Street,2461
Fairview Avenue,3015
Alford Street,251
Plone Way,6294
Helen Street,3688
Heliotrope Avenue,3689
Foothill Freeway,3166
Great Circle Drive,3478
La Reina Avenue,4285
Woodard Road,9114
Del Mar Avenue,2122
San Juan Road,6953
West Pine Avenue,8872
Bollinger Road,961
Skyline Drive,7302
Avenue 144,565
Los Angeles River Bike Path,4645
East Yale Avenue,2749
Egret Lane,2807
Harmon Street,3611
Leonardini Road,4474
Watford Avenue,8558
Rovere Road,6807
West Manchester Avenue,8832
Canton Street,1383
Lido Avenue,4496
Mariner Avenue,4818
Country Club Heights,1893
Slender Rock Place,7316
Japatul Valley Road,4013
Driftwood Avenue,2268
Darling Road,2056
Rider Street,6607
Central Avenue,1527
Partridge Street,6106
Crowley Court,1993
East Alaska Street,2373
13th Street,18
South Grand Avenue,7479
Foothill Freeway,3166
Gridley Road,3522
Contra Costa Drive,1820
Newport Boulevard,5372
Broadway Avenue,1067
Chisolm Lane,1623
West Andrews Avenue,8656
Las Palmas Drive,4396
3rd Avenue,83
1st Street,41
South Walnut Avenue,7668
Downey Avenue,2260
Sky Blue Water Trail,7292
Pine Meadow Road,6240
Ventura Freeway,8341
Keswick Street,4177
Caminito Canasto,1323
Santa Maria Avenue,7033
Caselli Avenue,1464
Parkcrest Street,6084
12th Avenue,13
South Park Avenue,7577
Sagebrush Road,6871
Miller Avenue,5068
65th Street Expressway,120
East Stetson Avenue,2715
Blossom Way,910
Merlin Lane,5002
West 11th Street,8591
Arvig Lane,491
Muir Road,5275
La Field Drive,4256
West Olive Avenue,8859
Niguel Trail,5385
Crestview Terrace,1977
Alpine Drive,314
Avenida Herrera,552
El Escorial Way,2833
I-15 Express Lanes,3903
Martha Avenue,4847
South Rose Avenue,7610
5th Street,116
McCray Street,4919
Almaden Road,301
Camino Bucanero,1333
West Via Corona,8944
Florence Avenue,3147
Corona Oriente Road,1846
CA 99,1203
Harrier Link Trail,3616
Grand Avenue,3451
3rd Avenue,83
Melody Lane,4977
Maitland Drive,4754
U Street V Street Alley,8241
1st Street,41
Lewis Avenue,4486
Hellman Avenue,3690
Mendocino Drive,4986
1st Street,41
Acacia Walk,166
Emory Street,2919
Vista del Golfo,8489
Michigan Avenue,5035
Homestead Avenue,3824
24th Avenue,54
Elm Avenue,2892
Bel Air Lane,775
Downey Avenue,2260
Hutchison Drive,3890
West 209th Street,8610
West Palm Street,8867
Mission Bell Drive,5115
Victoria Drive,8436
Scripps Ranch Boulevard,7100
Huntwood Avenue,3882
Mihalyo Road,5052
Fox Creek Drive,3203
East Avila Avenue,2402
Hawthorn Avenue,3651
Van Sickle Road,8319
Bellevue Avenue,790
Mountain Boulevard,5255
Lyon Avenue,4713
Rideau Street,6605
Coolidge Street,1826
Reservoir Drive,6579
Peerless Place,6165
West 5th Street,8638
West Gettysburg Avenue,8756
Crockett Street,1986
Patterson Avenue,6137
College Oak Drive,1770
